loss,val_loss
0.012283533811569214,0.008778398856520653
0.0075268736109137535,0.007103992626070976
0.005490985698997974,0.006583544425666332
0.004945144057273865,0.005753828212618828
0.0045881266705691814,0.005674826446920633
0.004345819819718599,0.005450562573969364
0.004169528838247061,0.005040294490754604
0.004039352759718895,0.00475258007645607
0.003940248396247625,0.004410935565829277
0.0038292747922241688,0.00483443308621645
0.0037531075067818165,0.004580829758197069
0.0036564390175044537,0.004222117364406586
0.0035931000020354986,0.004243179224431515
0.003536429489031434,0.004226257558912039
0.0034944259095937014,0.004542083013802767
0.0034309483598917723,0.004208644852042198
0.003406984731554985,0.0042249830439686775
0.0033491887152194977,0.004003292880952358
0.003322094678878784,0.0038341647014021873
0.003274152521044016,0.0038596601225435734
0.003263321239501238,0.0039895628578960896
0.00321436976082623,0.003798081073909998
0.003194281831383705,0.0037645238917320967
0.0031566289253532887,0.0038333821576088667
0.0031357724219560623,0.004110012203454971
0.003098265966400504,0.00393021060153842
0.003082211362197995,0.00378137337975204
0.0030632982961833477,0.003622777760028839
0.0030312214512377977,0.003720842534676194
0.003009767271578312,0.0037630470469594
0.002981900703161955,0.003659318434074521
0.0029737772420048714,0.0037373711820691824
0.0029516250360757113,0.003462489927187562
0.0029214215464890003,0.0038981500547379255
0.0029143693391233683,0.003609574167057872
0.0028919107280671597,0.003654578933492303
0.0028678609523922205,0.0033898118417710066
0.002866046968847513,0.003440874395892024
0.0028526554815471172,0.0037659627851098776
0.002822569804266095,0.003692090278491378
0.002814692910760641,0.003450437681749463
0.002799913054332137,0.003371603088453412
0.002784114331007004,0.0035245169419795275
0.002780945971608162,0.0035009635612368584
0.0027580943424254656,0.0031883995980024338
0.002743242774158716,0.003321924479678273
0.0027493631932884455,0.0035749853122979403
0.0027218246832489967,0.0033338365610688925
0.002697956282645464,0.0033201060723513365
0.0026909096632152796,0.0033714103046804667
