loss,val_loss
0.020486483350396156,0.020704517140984535
0.010254902765154839,0.01552428025752306
0.008630700409412384,0.01024849433451891
0.0077675445936620235,0.010048126801848412
0.007217515725642443,0.010306894779205322
0.006832005921751261,0.008950707502663136
0.0065257735550403595,0.006832467392086983
0.006265482399612665,0.006056978367269039
0.006055111065506935,0.006253547966480255
0.005889855790883303,0.006007810588926077
0.005782691296190023,0.006587841548025608
0.0055925785563886166,0.005788544658571482
0.005464452318847179,0.005245107691735029
0.0053380681201815605,0.005667389836162329
0.005239089485257864,0.005303108133375645
0.005116240121424198,0.0056513031013309956
0.005078149493783712,0.005631631705909967
0.004999632015824318,0.004970326088368893
0.004914779216051102,0.00466969283297658
0.0048604970797896385,0.004989082459360361
0.004823456052690744,0.0047044167295098305
0.004768710117787123,0.00460905721411109
0.004701313097029924,0.004594100173562765
0.004641034174710512,0.004467099439352751
0.004614491481333971,0.004875442944467068
0.004584462847560644,0.004699264653027058
0.004508023615926504,0.004493483807891607
0.004497097805142403,0.004823354072868824
0.004443475976586342,0.004570615012198687
