loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.02294705994427204,0.15148289501667023,0.012135920114815235,0.1101631447672844
0.010015849024057388,0.10007920116186142,0.007654641289263964,0.08749082684516907
0.007829893380403519,0.0884866863489151,0.007070970255881548,0.08408907055854797
0.006720604375004768,0.08197928965091705,0.00553760165348649,0.07441506534814835
0.006134735886007547,0.07832453399896622,0.004984925035387278,0.07060398906469345
0.005835453514009714,0.07639014720916748,0.004867135547101498,0.06976484507322311
0.005574187729507685,0.07466044276952744,0.005723950918763876,0.07565678656101227
0.0054024504497647285,0.07350136339664459,0.004737757612019777,0.06883135437965393
0.005328029859811068,0.07299339026212692,0.004367067012935877,0.06608379632234573
0.005134964361786842,0.07165869325399399,0.004233899991959333,0.06506843119859695
0.005028845276683569,0.07091434299945831,0.00440219696611166,0.06634905189275742
0.004952724557369947,0.07037558406591415,0.004298620857298374,0.0655638799071312
0.004863486625254154,0.06973864883184433,0.003985023591667414,0.06312704086303711
0.004815574269741774,0.0693943202495575,0.004276343621313572,0.06539376080036163
0.00474904477596283,0.0689132884144783,0.004120856057852507,0.06419389694929123
0.004701309837400913,0.06856604665517807,0.003951565828174353,0.06286148726940155
0.0046620783396065235,0.06827939301729202,0.0038398155011236668,0.061966270208358765
0.0046349577605724335,0.06808051466941833,0.00413590669631958,0.06431105732917786
0.004601678811013699,0.06783565133810043,0.003787354566156864,0.061541493982076645
0.004560105502605438,0.06752857565879822,0.0037948174867779016,0.06160208210349083
0.004533775616437197,0.06733328849077225,0.003855228191241622,0.06209048628807068
0.004515604116022587,0.06719820946455002,0.003973075654357672,0.0630323514342308
0.0044823600910604,0.06695039570331573,0.004125614650547504,0.06423095613718033
0.004449884407222271,0.06670745462179184,0.0038512474857270718,0.06205841898918152
0.00444644782692194,0.06668169796466827,0.003894584719091654,0.06240659952163696
0.004414062015712261,0.0664384588599205,0.003863837569952011,0.06215977296233177
0.004533087834715843,0.06732822954654694,0.0036529020871967077,0.06043924763798714
0.004384251777082682,0.06621366739273071,0.0036529835779219866,0.060439929366111755
0.004370469134300947,0.06610958278179169,0.0037077274173498154,0.06089111417531967
0.004374254494905472,0.0661381259560585,0.0038867080584168434,0.06234345957636833
0.004351588431745768,0.06596658378839493,0.003597091417759657,0.05997578054666519
0.004328340291976929,0.06579013913869858,0.003826957894489169,0.06186242774128914
0.004334527067840099,0.06583710759878159,0.003614848479628563,0.060123611241579056
0.004302891902625561,0.06559640169143677,0.0037202253006398678,0.06099364534020424
0.0042934538796544075,0.06552446633577347,0.003539817873388529,0.059496358036994934
0.004284553695470095,0.06545653939247131,0.0036840455140918493,0.060696348547935486
0.004290139768272638,0.06549914926290512,0.0036052868235856295,0.06004404276609421
0.0042600869201123714,0.06526932865381241,0.003567709121853113,0.05973030999302864
0.004260323941707611,0.06527115404605865,0.0037831400986760855,0.06150723248720169
0.004250910133123398,0.06519897282123566,0.003642087336629629,0.060349706560373306
0.004245770629495382,0.06515959650278091,0.003743623849004507,0.061185166239738464
0.004221348091959953,0.06497184932231903,0.0037422997411340475,0.06117433309555054
0.004196198657155037,0.06477807462215424,0.0034641018137335777,0.05885661765933037
0.00419482821598649,0.06476746499538422,0.003968522418290377,0.06299619376659393
0.004200136289000511,0.0648084208369255,0.0035025670658797026,0.05918249487876892
0.0042564766481518745,0.06524165719747543,0.00348599418066442,0.05904229357838631
0.004179296549409628,0.06464744359254837,0.003975220024585724,0.06304934620857239
0.00416919682174921,0.06456930190324783,0.0036887710448354483,0.060735248029232025
0.00418485002592206,0.06469038873910904,0.0034853853285312653,0.059037141501903534
0.004167119041085243,0.06455317884683609,0.00355697819031775,0.05964042246341705
